instrument,alpha,key,text,label
7FACTOR,0.84,-1,Am open about my feelings.,Intellect
AB5C,0.83,1,Am open about myself to others.,Calmness
AB5C,0.75,1,Am open about myself to others.,Conscientiousness
AB5C,0.73,-1,Am open to change.,Morality
AB5C,0.85,1,Am open to change.,Friendliness
AB5C,0.78,1,Am open to change.,Self-disclosure
AB5C,0.84,1,Am open to change.,Happiness
AB5C,0.73,-1,Am open to new experiences.,Cool-headedness
AB5C,0.85,-1,Am out for my own personal gain.,Friendliness
AB5C,0.76,1,Am out for my own personal gain.,Moderation
AB5C,0.84,1,Am out for my own personal gain.,Quickness
AB5C,0.82,-1,Am out for my own personal gain.,Leadership
AB5C,0.75,1,Am paralyzed by a fear of rejection.,Assertiveness
AB5C,0.76,1,Am passionate about anything I'm involved in.,Tranquility
AB5C,0.81,1,Am passionate about causes.,Purposefulness
AB5C,0.73,-1,Am passionate about causes.,Cool-headedness
AB5C,0.84,1,Am polite to strangers.,Toughness
AB5C,0.75,1,Am preoccupied with myself.,Conscientiousness
AB5C,0.82,1,Am preoccupied with myself.,Poise
AB5C,0.74,1,Am preoccupied with myself.,Sympathy
AB5C,0.74,1,Am pretty trusting of others' motives.,Sympathy
AB5C,0.84,-1,Am prone to complain about my health.,Toughness
AB5C,0.81,-1,Am proud that I am an ordinary person.,Purposefulness
AB5C,0.86,-1,Am put off by unexpected events.,Stability
AB5C,0.78,-1,Am quick to correct others.,Impulse-Control
AB5C,0.84,-1,Am quick to correct others.,Toughness
AB5C,0.84,-1,Am quick to judge others.,Toughness
AB5C,0.84,-1,Am quick to judge others.,Imperturbability
AB5C,0.84,-1,Am quick to judge others.,Toughness
AB5C,0.77,-1,Am quick to judge others.,Cautiousness
AB5C,0.76,1,Am quick to judge others.,Pleasantness
AB5C,0.83,1,Am quick to quit when the going gets tough.,Efficiency
AB5C,0.84,-1,Am quick to understand things.,Happiness
AB5C,0.84,1,Am quick to understand things.,Ingenuity
AB5C,0.84,1,Am quick to understand things.,Ingenuity
AB5C,0.76,-1,Am quick to understand things.,Moderation
AB5C,0.85,-1,Am quick to understand things.,Friendliness
AB5C,0.76,-1,Am quiet around strangers,Pleasantness
AB5C,0.81,-1,Am quiet around strangers.,Understanding
AB5C,0.84,1,Am quiet around strangers.,Warmth
AB5C,0.72,1,Am quiet around strangers.,Provocativeness
AB5C,0.67,-1,Am quiet around strangers.,Rationality
AB5C,0.76,-1,Am rarely aware of the natural beauty in the environment.,Perfectionism
AB5C,0.76,-1,Am rarely consulted for advice by others.,Perfectionism
AB5C,0.76,1,Am ready to do battle for a cause.,Tranquility
AB5C,0.84,1,Am ready to hit someone when I get angry.,Imperturbability
AB5C,0.86,1,Am relaxed most of the time.,Stability
AB5C,0.81,1,Am relaxed most of the time.,Purposefulness
AB5C,0.86,1,Am relaxed most of the time.,Stability
AB5C,0.76,1,Am relaxed most of the time.,Tranquility
AB5C,0.82,1,Am relaxed most of the time.,Poise
AB5C,0.75,-1,Am relaxed most of the time.,Assertiveness
AB5C,0.7,-1,Am relaxed most of the time.,Empathy
AB5C,0.81,-1,Am resigned to my fate.,Understanding
AB5C,0.81,-1,Am resigned to my fate.,Creativity/Originality
AB5C,0.81,-1,Am sad most of the time.,Creativity/Originality
AB5C,0.76,-1,Am secure in my relationships.,Moderation
AB5C,0.83,-1,Am seldom bothered by the apparent suffering of strangers.,Calmness
AB5C,0.75,-1,Am sensitive to the needs of others.,Conscientiousness
AB5C,0.76,1,Am skilled in handling social situations.,Pleasantness
AB5C,0.85,1,Am skilled in handling social situations.,Friendliness
AB5C,0.78,1,Am skilled in handling social situations.,Self-disclosure
AB5C,0.76,-1,Am so good at controlling others that it sometimes scares me.,Pleasantness
AB5C,0.84,1,Am sometimes so preoccupied with my own thoughts I don't realize others are trying to speak to me.,Quickness
AB5C,0.83,-1,Am strongly influenced by the good moods of others.,Gregariousness
AB5C,0.76,1,Am sure of my ground.,Tranquility
AB5C,0.84,1,Am sure of my ground.,Happiness
AB5C,0.76,-1,Am sure of my ground.,Tranquility
AB5C,0.82,1,Am swayed by my emotions.,Leadership
AB5C,0.66,-1,Am taken advantage of by others.,Sociability
AB5C,0.7,1,Am the first to act.,Empathy
AB5C,0.78,1,Am the first to act.,Dutifulness
AB5C,0.81,1,Am the last to laugh at a joke.,Understanding
AB5C,0.81,1,Am the last to laugh at a joke.,Creativity/Originality
AB5C,0.75,1,Am the life of the party.,Assertiveness
AB5C,0.85,-1,Am the life of the party.,Friendliness
AB5C,0.84,-1,Am the life of the party.,Quickness
AB5C,0.81,-1,Am the life of the party.,Creativity/Originality
AB5C,0.78,-1,Am the life of the party.,Impulse-Control
AB5C,0.84,-1,Am the life of the party.,Toughness
AB5C,0.78,1,Am the most important person in someone else's life.,Dutifulness
AB5C,0.74,1,Am thrilled when I learn something new.,Tenderness
AB5C,0.67,1,Am told by friends that they do not really know who I am.,Rationality
AB5C,0.67,1,Am told that I am a strong but fair leader.,Rationality
AB5C,0.78,1,Am told that I am down to earth.,Imagination
AB5C,0.71,-1,Am true to my own values.,Nurturance
AB5C,0.74,-1,Am trusted to keep secrets.,Sympathy
AB5C,0.67,-1,Am unaffected by other people's happiness.,Rationality
AB5C,0.71,-1,Am unaffected by the suffering of others.,Nurturance
AB5C,0.78,-1,Am under constant pressure.,Impulse-Control
AB5C,0.72,1,"Am unpredictable, people never know what I am going to say.",Provocativeness
AB5C,0.83,-1,Am unwilling to accept apologies.,Gregariousness
AB5C,0.73,-1,Am upset by the misfortunes of strangers.,Morality
AB5C,0.84,-1,Am usually a patient person.,Imperturbability
AB5C,0.76,-1,Am usually active and full of energy.,Tranquility
AB5C,0.81,1,Am usually aware of the way that I'm feeling.,Creativity/Originality
AB5C,0.75,1,Am usually convinced that my friends and romantic partners will betray me.,Assertiveness
AB5C,0.84,1,"Am usually in an average sort of mood, not too high and not too low.",Quickness
AB5C,0.84,1,Am valued by my friends for my good judgment.,Quickness
AB5C,0.84,1,Am valued by others for my objectivity.,Toughness
AB5C,0.72,1,Am very aware of my surroundings.,Provocativeness
AB5C,0.81,-1,Am very pleased with myself.,Understanding
AB5C,0.84,-1,Am very pleased with myself.,Ingenuity
AB5C,0.76,-1,Am very pleased with myself.,Moderation
AB5C,0.66,1,Am very pleased with myself.,Sociability
AB5C,0.81,-1,Am wary of others.,Purposefulness
AB5C,0.71,-1,Am wary of others.,Introspection/Private Self-Consciousness
AB5C,0.73,-1,Am wary of others.,Cool-headedness
AB5C,0.72,-1,Am who I am because of my faith.,Provocativeness
AB5C,0.81,1,Am willing to take risks to establish a relationship.,Purposefulness
AB5C,0.84,1,Am willing to take risks.,Ingenuity
AB5C,0.84,1,Am willing to take risks.,Quickness
AB5C,0.81,1,Am willing to talk about myself.,Creativity/Originality
AB5C,0.86,-1,Am willing to talk about myself.,Stability
AB5C,0.78,1,Am willing to try anything once.,Dutifulness
AB5C,0.74,1,Am willing to try anything once.,Tenderness
AB5C,0.67,1,Am willing to try anything once.,Rationality
AB5C,0.75,1,Amuse my friends.,Assertiveness
AB5C,0.84,1,Amuse my friends.,Ingenuity
AB5C,0.73,-1,Amuse my friends.,Cooperation
AB5C,0.78,1,Amuse my friends.,Organization
AB5C,0.81,-1,Amuse my friends.,Creativity/Originality
AB5C,0.76,1,Amuse my friends.,Perfectionism
AB5C,0.76,-1,Amuse myself easily.,Pleasantness
AB5C,0.76,-1,Anticipate the needs of others.,Pleasantness
AB5C,0.84,-1,Anticipate the needs of others.,Imperturbability
AB5C,0.84,-1,Anticipate the needs of others.,Imperturbability
AB5C,0.72,1,Appreciate all forms of art.,Provocativeness
AB5C,0.74,-1,Appreciate good manners.,Sympathy
AB5C,0.78,-1,Appreciate people who wait on me.,Impulse-Control
AB5C,0.73,-1,Appreciate the viewpoints of others.,Cool-headedness
AB5C,0.76,1,Approach others in a positive manner.,Perfectionism
AB5C,0.78,1,Ask questions that nobody else does.,Organization
AB5C,0.84,1,Ate candy.,Talkativeness
AB5C,0.78,1,Ate dinner alone.,Organization
AB5C,0.78,1,Ate food while walking or working.,Self-disclosure
AB5C,0.67,1,Ate in a restaurant.,Rationality
AB5C,0.81,-1,Ate or drank while driving.,Intellect
AB5C,0.84,-1,Ate too much.,Happiness
AB5C,0.66,-1,Attended a ballet performance.,Sociability
AB5C,0.78,-1,Attended a church or religious service.,Orderliness
AB5C,0.84,-1,Attended a formal dance.,Talkativeness
AB5C,0.78,-1,Attended a public lecture.,Dutifulness
AB5C,0.75,1,Attended a rally or demonstration.,Assertiveness
AB5C,0.77,-1,Attended a stage play or musical.,Cautiousness
AB5C,0.73,-1,Attended a town meeting.,Cooperation
AB5C,0.78,-1,Attended an athletic event.,Dutifulness
AB5C,0.84,1,Attended an opera or a concert.,Talkativeness
AB5C,0.78,-1,Attract attention from the opposite sex.,Imagination
AB5C,0.75,-1,Automatically take charge.,Reflection
AB5C,0.84,-1,Automatically take charge.,Ingenuity
AB5C,0.78,-1,Avoid activities that are physically dangerous.,Imagination
AB5C,0.75,-1,Avoid company.,Reflection
AB5C,0.78,-1,Avoid company.,Imagination
AB5C,0.75,-1,Avoid contacts with others.,Conscientiousness
AB5C,0.78,-1,Avoid contacts with others.,Dutifulness
AB5C,0.75,1,Avoid contacts with others.,Conscientiousness
AB5C,0.71,1,Avoid crowds.,Introspection/Private Self-Consciousness
AB5C,0.81,-1,Avoid dangerous situations.,Purposefulness
AB5C,0.78,1,Avoid dangerous situations.,Orderliness
AB5C,0.76,-1,Avoid dangerous situations.,Moderation
AB5C,0.67,-1,Avoid dealing with awkward situations.,Rationality
AB5C,0.67,1,Avoid dealing with uncomfortable emotions.,Rationality
AB5C,0.74,-1,Avoid difficult reading material.,Tenderness
AB5C,0.74,-1,Avoid difficult reading material.,Tenderness
AB5C,0.73,-1,Avoid difficult reading material.,Morality
AB5C,0.74,-1,Avoid difficult reading material.,Sympathy
AB5C,0.74,-1,Avoid difficult reading material.,Tenderness
AB5C,0.7,-1,Avoid difficult reading material.,Empathy
AB5C,0.76,-1,Avoid difficult reading material.,Moderation
AB5C,0.66,-1,Avoid difficult reading material.,Sociability
AB5C,0.83,-1,Avoid difficult reading material.,Gregariousness
AB5C,0.71,-1,Avoid imposing my will on others.,Introspection/Private Self-Consciousness
AB5C,0.84,1,Avoid mistakes.,Toughness
AB5C,0.72,1,Avoid mistakes.,Provocativeness
AB5C,0.71,1,Avoid philosophical discussions.,Introspection/Private Self-Consciousness
AB5C,0.78,-1,Avoid philosophical discussions.,Organization
AB5C,0.81,-1,Avoid philosophical discussions.,Purposefulness
AB5C,0.83,-1,Avoid philosophical discussions.,Gregariousness
AB5C,0.78,-1,Avoid philosophical discussions.,Dutifulness
AB5C,0.74,-1,Avoid philosophical discussions.,Tenderness
AB5C,0.84,-1,Avoid philosophical discussions.,Quickness
AB5C,0.76,1,Avoid philosophical discussions.,Moderation
AB5C,0.66,1,Avoid responsibilities.,Sociability
AB5C,0.66,1,Avoid responsibilities.,Sociability
AB5C,0.73,-1,Awaken with a sense of excitement about the day's possibilities.,Cooperation
AB5C,0.71,1,Back out at the last moment.,Introspection/Private Self-Consciousness
AB5C,0.73,-1,"Baked a cake, pie, cookies, or bread.",Cooperation
AB5C,0.75,1,Barge in on conversations.,Reflection
AB5C,0.77,1,"Base my goals in life on inspiration, rather than logic.",Depth
AB5C,0.71,1,Bathed or groomed a pet animal.,Introspection/Private Self-Consciousness
AB5C,0.66,-1,Be a bounty hunter,Sociability
AB5C,0.71,1,Be a chemist,Introspection/Private Self-Consciousness
AB5C,0.75,1,Be a counselor or therapist,Reflection
AB5C,0.81,1,Be a doctor or nurse,Intellect
AB5C,0.74,1,Be a farmer,Competence
AB5C,0.76,1,Be a foreign correspondent,Perfectionism
AB5C,0.76,-1,Be a forest ranger,Tranquility
AB5C,0.76,1,Be a librarian,Tranquility
AB5C,0.78,1,Be a long-distance bicycle rider,Self-disclosure
AB5C,0.82,1,Be a mathematician,Leadership
AB5C,0.82,1,Be a military officer,Poise
AB5C,0.84,1,"Be a minister, priest, rabbi or other religious teacher",Happiness
AB5C,0.84,-1,Be a physical therapist,Toughness
AB5C,0.81,-1,Be a physicist,Understanding
AB5C,0.74,1,Be a police officer,Sympathy
AB5C,0.84,-1,Be a professional athlete,Happiness
AB5C,0.82,-1,Be a professional dancer,Poise
AB5C,0.83,-1,Be a professor of English,Efficiency
AB5C,0.76,-1,Be a purchasing agent,Pleasantness
AB5C,0.83,1,Be a racing car driver,Efficiency
AB5C,0.78,1,Be a sales or marketing director,Orderliness
AB5C,0.78,1,Be a scientific reporter,Dutifulness
AB5C,0.78,1,Be a social worker,Organization
AB5C,0.83,1,Be a state governor or senator,Efficiency
AB5C,0.83,-1,Be a statistician,Efficiency
AB5C,0.67,1,Be a translator or interpreter,Rationality
AB5C,0.86,-1,Be an actor or actress,Stability
AB5C,0.83,1,Be an artist or architect,Efficiency
AB5C,0.83,-1,Be an elementary-school teacher,Calmness
AB5C,0.76,-1,Be an office manager,Moderation
AB5C,0.84,-1,Be the chief executive of a large company,Imperturbability
AB5C,0.86,-1,Be the financial officer for a company,Stability
AB5C,0.81,1,Be the master of ceremonies at a meeting,Purposefulness
AB5C,0.86,-1,Became intoxicated.,Stability
AB5C,0.82,-1,Become frustrated and angry with people when they don't live up to my expectations.,Poise
AB5C,0.66,-1,Become overwhelmed by events.,Sociability
AB5C,0.71,1,Become overwhelmed by events.,Nurturance
AB5C,0.81,1,Become overwhelmed by events.,Purposefulness
AB5C,0.72,-1,Become overwhelmed by events.,Provocativeness
AB5C,0.76,1,Become overwhelmed by events.,Pleasantness
AB5C,0.82,1,Become overwhelmed by events.,Poise
AB5C,0.71,1,Become overwhelmed by events.,Introspection/Private Self-Consciousness
AB5C,0.71,1,Begin to answer before the other person finishes the question.,Nurturance
AB5C,0.78,1,Begin to panic when there is danger.,Imagination
AB5C,0.78,1,Begin to panic when there is danger.,Organization
AB5C,0.84,-1,Begin to panic when there is danger.,Imperturbability
AB5C,0.83,-1,Behave in unusual and strange ways.,Calmness
AB5C,0.82,-1,Behave properly.,Leadership
AB5C,0.84,-1,Believe appearances are important.,Ingenuity
AB5C,0.83,-1,Believe appearances are important.,Efficiency
AB5C,0.81,-1,Believe crying helps me feel better.,Creativity/Originality
AB5C,0.84,1,Believe emotions give direction to life.,Ingenuity
AB5C,0.76,-1,Believe I have supernatural powers.,Tranquility
AB5C,0.82,-1,Believe important decisions should be based on logical reasoning.,Leadership
AB5C,0.67,1,Believe in a logical answer for everything.,Rationality
AB5C,0.73,-1,Believe in a universal power or God.,Cooperation
AB5C,0.84,1,Believe in an eye for an eye.,Warmth
AB5C,0.76,-1,Believe in an eye for an eye.,Pleasantness
AB5C,0.78,1,Believe in an eye for an eye.,Self-disclosure
AB5C,0.77,-1,Believe in equality between all races.,Cautiousness
AB5C,0.76,1,Believe in human goodness.,Perfectionism
AB5C,0.83,-1,Believe in human goodness.,Gregariousness
AB5C,0.75,1,Believe in one true religion.,Conscientiousness
AB5C,0.86,1,Believe in one true religion.,Stability
AB5C,0.78,1,Believe in one true religion.,Impulse-Control
AB5C,0.83,-1,Believe in one true religion.,Gregariousness
AB5C,0.78,1,Believe in sexual modesty.,Dutifulness
AB5C,0.85,-1,Believe in the importance of art.,Friendliness
AB5C,0.73,-1,Believe in the importance of art.,Cool-headedness
AB5C,0.74,1,Believe in the importance of art.,Competence
AB5C,0.82,1,Believe in the importance of art.,Leadership
AB5C,0.84,1,Believe in the importance of art.,Toughness
AB5C,0.72,1,Believe in the importance of art.,Provocativeness
AB5C,0.72,1,Believe in the importance of art.,Provocativeness
AB5C,0.81,1,Believe in the importance of art.,Creativity/Originality
AB5C,0.75,1,Believe in the importance of art.,Assertiveness
AB5C,0.77,-1,Believe in the importance of tradition.,Cautiousness
AB5C,0.78,1,Believe in the power of fate.,Self-disclosure
AB5C,0.74,1,Believe in the power of fate.,Competence
AB5C,0.75,-1,Believe it is always better to be safe than sorry.,Conscientiousness
AB5C,0.67,-1,Believe kids need tough love.,Rationality
AB5C,0.78,1,Believe laws should be strictly enforced.,Self-disclosure
AB5C,0.78,1,Believe laws should be strictly enforced.,Impulse-Control
AB5C,0.82,-1,Believe laws should be strictly enforced.,Leadership
AB5C,0.67,-1,Believe laws should be strictly enforced.,Rationality
AB5C,0.73,1,Believe only in myself.,Morality
AB5C,0.75,1,Believe only in myself.,Reflection
AB5C,0.77,-1,Believe people should fend for themselves.,Cautiousness
AB5C,0.78,1,Believe people should fend for themselves.,Self-disclosure
AB5C,0.84,1,Believe some people are born lucky.,Talkativeness
AB5C,0.66,-1,Believe some people are born lucky.,Sociability
AB5C,0.81,1,Believe some people are born lucky.,Understanding
AB5C,0.74,1,Believe strongly that the world would be a much better place if I had my way.,Sympathy
AB5C,0.77,1,Believe that by working hard a person can achieve anything.,Depth
AB5C,0.78,-1,Believe that criminals should receive help rather than punishment,Impulse-Control
AB5C,0.77,-1,Believe that criminals should receive help rather than punishment.,Cautiousness
AB5C,0.75,1,Believe that criminals should receive help rather than punishment.,Conscientiousness
AB5C,0.71,1,Believe that criminals should receive help rather than punishment.,Nurturance
AB5C,0.81,1,Believe that each person has a purpose in life.,Creativity/Originality
AB5C,0.74,-1,Believe that events in my life are determined only by me.,Sympathy
AB5C,0.73,1,Believe that events in my life are determined only by me.,Cooperation
AB5C,0.74,1,Believe that everyone should have a say.,Tenderness
AB5C,0.71,1,Believe that everyone's rights are equally important.,Introspection/Private Self-Consciousness
AB5C,0.84,1,Believe that honesty is the basis for trust.,Happiness
AB5C,0.74,1,Believe that I am always right.,Competence
AB5C,0.74,-1,Believe that I am better than others.,Sympathy
AB5C,0.77,1,Believe that I am better than others.,Depth
AB5C,0.73,-1,Believe that I am better than others.,Cooperation
AB5C,0.75,1,Believe that I am better than others.,Reflection
AB5C,0.74,1,Believe that I am better than others.,Tenderness
AB5C,0.75,1,Believe that I am better than others.,Reflection
AB5C,0.82,1,Believe that I am important.,Poise
AB5C,0.73,-1,Believe that I am important.,Cool-headedness
AB5C,0.84,1,Believe that it is best to forgive and forget.,Quickness
AB5C,0.7,1,Believe that leaders should let everyone have a say in what the group does.,Empathy
AB5C,0.84,1,Believe that life is more of a playground than a battlefield.,Talkativeness
